Year,States,Total,Compensatory,special education,Child nutrition,Vocational,others,,,,,,,
1999,New York,1770988.00 ,710777.00 ,164953.00 ,384538.00 ,17993.00 ,492727.00 ,,,,,,,
1999,North Carolina,514790.00 ,141941.00 ,96844.00 ,213367.00 ,17846.00 ,44792.00 ,,,,,,,
1999,North Dakota,48712.00 ,18015.00 ,7214.00 ,10046.00 ,2909.00 ,10528.00 ,,,,,,,
1999,Ohio,730910.00 ,0.00 ,101818.00 ,153809.00 ,36070.00 ,439404.00 ,,,,,,,
1999,Oklahoma,292005.00 ,88015.00 ,42133.00 ,95247.00 ,29438.00 ,37172.00 ,,,,,,,
1999,Oregon,194695.00 ,75226.00 ,34986.00 ,61046.00 ,7542.00 ,15895.00 ,,,,,,,
1999,Pennsylvania,875212.00 ,0.00 ,0.00 ,201672.00 ,32117.00 ,641423.00 ,,,,,,,
1999,Rhode Island,73264.00 ,24484.00 ,10861.00 ,16892.00 ,3022.00 ,18005.00 ,,,,,,,
1999,South Carolina,338394.00 ,95680.00 ,55065.00 ,119365.00 ,12235.00 ,56049.00 ,,,,,,,
1999,South Dakota,53762.00 ,19352.00 ,8569.00 ,13235.00 ,542.00 ,12064.00 ,,,,,,,
1999,Tennessee,398561.00 ,123573.00 ,78994.00 ,134226.00 ,15343.00 ,46425.00 ,,,,,,,
1999,Texas,1912846.00 ,633176.00 ,202138.00 ,677940.00 ,34699.00 ,364893.00 ,,,,,,,
1999,Utah,159867.00 ,29559.00 ,30115.00 ,50709.00 ,7354.00 ,42130.00 ,,,,,,,
1999,Vermont,48594.00 ,17182.00 ,6579.00 ,8386.00 ,2623.00 ,13824.00 ,,,,,,,
1999,Virginia,361814.00 ,112230.00 ,79750.00 ,124381.00 ,16755.00 ,28698.00 ,,,,,,,
1999,Washington,369163.00 ,121536.00 ,66485.00 ,98740.00 ,7572.00 ,74830.00 ,,,,,,,
1999,West Virginia,182304.00 ,67677.00 ,0.00 ,50444.00 ,0.00 ,64183.00 ,,,,,,,
1999,Wisconsin,300319.00 ,125111.00 ,60138.00 ,70237.00 ,4615.00 ,40218.00 ,,,,,,,
1999,Wyoming,47803.00 ,16875.00 ,4405.00 ,9237.00 ,2394.00 ,14892.00 ,,,,,,,
2002,United States,29312460.00 ,6173939.00 ,5377322.00 ,7089402.00 ,624454.00 ,10047357.00 ,,,,,,,
2002,Alabama,488940.00 ,141720.00 ,93622.00 ,147121.00 ,23203.00 ,83274.00 ,,,,,,,
2002,Alaska,92303.00 ,28978.00 ,15649.00 ,20192.00 ,3163.00 ,24321.00 ,,,,,,,
2002,Arizona,465436.00 ,117049.00 ,70620.00 ,135819.00 ,14324.00 ,127624.00 ,,,,,,,
2002,Arkansas,312368.00 ,90437.00 ,65280.00 ,83028.00 ,13932.00 ,59691.00 ,,,,,,,
2002,California,4592137.00 ,0.00 ,927712.00 ,997103.00 ,67999.00 ,2599323.00 ,,,,,,,
2002,Colorado,292639.00 ,88465.00 ,69535.00 ,64580.00 ,5798.00 ,64261.00 ,,,,,,,
2002,Connecticut,246455.00 ,78718.00 ,61145.00 ,57837.00 ,6674.00 ,42081.00 ,,,,,,,
2002,Delaware,77996.00 ,22826.00 ,13223.00 ,14714.00 ,3578.00 ,23655.00 ,,,,,,,
2002,District of Columbia,138616.00 ,32711.00 ,7665.00 ,18271.00 ,4183.00 ,75786.00 ,,,,,,,
2002,Florida,1617973.00 ,428839.00 ,325904.00 ,427840.00 ,50473.00 ,384917.00 ,,,,,,,
2002,Georgia,847645.00 ,0.00 ,0,277647.00 ,0,569998.00 ,,,,,,,
2002,Hawaii,123728.00 ,23938.00 ,18608.00 ,31448.00 ,3177.00 ,46557.00 ,,,,,,,
2002,Idaho,119551.00 ,30643.00 ,25815.00 ,32474.00 ,3443.00 ,27176.00 ,,,,,,,
2002,Illinois,1355763.00 ,356798.00 ,277358.00 ,271666.00 ,25549.00 ,424392.00 ,,,,,,,
2002,Indiana,510572.00 ,129637.00 ,134914.00 ,110401.00 ,11559.00 ,124061.00 ,,,,,,,
2002,Iowa,241001.00 ,57901.00 ,77242.00 ,55199.00 ,6642.00 ,44017.00 ,,,,,,,
2002,Kansas,265019.00 ,66692.00 ,0,67888.00 ,2889.00 ,127550.00 ,,,,,,,
2002,Kentucky,447143.00 ,0,0,129332.00 ,0,317811.00 ,,,,,,,
2002,Louisiana,600309.00 ,200691.00 ,91936.00 ,184863.00 ,12235.00 ,110584.00 ,,,,,,,
2002,Maine,134012.00 ,33626.00 ,48736.00 ,21602.00 ,2270.00 ,27778.00 ,,,,,,,
2002,Maryland,499912.00 ,126670.00 ,98269.00 ,100697.00 ,9568.00 ,164708.00 ,,,,,,,
2002,Massachusetts,559293.00 ,178141.00 ,154776.00 ,126931.00 ,12704.00 ,86741.00 ,,,,,,,
2002,Michigan,1076146.00 ,349582.00 ,268005.00 ,175921.00 ,33038.00 ,249600.00 ,,,,,,,
2002,Minnesota,371400.00 ,93212.00 ,107036.00 ,87434.00 ,3071.00 ,80647.00 ,,,,,,,
2002,Mississippi,410906.00 ,125472.00 ,51468.00 ,139903.00 ,6814.00 ,87249.00 ,,,,,,,
2002,Missouri,510766.00 ,150080.00 ,109486.00 ,131044.00 ,3446.00 ,116710.00 ,,,,,,,
2002,Montana,91221.00 ,31445.00 ,17702.00 ,16983.00 ,3050.00 ,22041.00 ,,,,,,,
2002,Nebraska,163771.00 ,38228.00 ,42201.00 ,35131.00 ,3715.00 ,44496.00 ,,,,,,,
2002,Nevada,138275.00 ,27849.00 ,32860.00 ,38305.00 ,3483.00 ,35778.00 ,,,,,,,
2002,New Hampshire,78120.00 ,18680.00 ,13264.00 ,13326.00 ,3544.00 ,29306.00 ,,,,,,,
2002,New Jersey,698906.00 ,188255.00 ,191357.00 ,141982.00 ,11218.00 ,166094.00 ,,,,,,,
2002,New Mexico,214140.00 ,76402.00 ,41380.00 ,61093.00 ,3289.00 ,31976.00 ,,,,,,,
2002,New York,2171852.00 ,707116.00 ,335056.00 ,412269.00 ,29166.00 ,688245.00 ,,,,,,,
2002,North Carolina,756116.00 ,0,0,254432.00 ,0,501684.00 ,,,,,,,
2002,North Dakota,67609.00 ,23014.00 ,13133.00 ,10473.00 ,3085.00 ,17904.00 ,,,,,,,
2002,Ohio,888076.00 ,0,160354.00 ,187883.00 ,32749.00 ,507104.00 ,,,,,,,
2002,Oklahoma,382434.00 ,106700.00 ,76002.00 ,107856.00 ,27837.00 ,64039.00 ,,,,,,,
2002,Oregon,358756.00 ,88031.00 ,61875.00 ,73974.00 ,7427.00 ,127449.00 ,,,,,,,
2002,Pennsylvania,1124286.00 ,358631.00 ,245151.00 ,226726.00 ,28124.00 ,265654.00 ,,,,,,,
2002,Rhode Island,89515.00 ,23886.00 ,18856.00 ,20748.00 ,4642.00 ,21383.00 ,,,,,,,
2002,South Carolina,489273.00 ,109251.00 ,92685.00 ,133572.00 ,25392.00 ,128373.00 ,,,,,,,
2002,South Dakota,83950.00 ,21418.00 ,15472.00 ,14533.00 ,609.00 ,31918.00 ,,,,,,,
2002,Tennessee,516053.00 ,134914.00 ,112617.00 ,155921.00 ,16974.00 ,95627.00 ,,,,,,,
2002,Texas,2571759.00 ,728144.00 ,364879.00 ,811063.00 ,42062.00 ,625611.00 ,,,,,,,
2002,Utah,202242.00 ,31787.00 ,47926.00 ,57733.00 ,6994.00 ,57802.00 ,,,,,,,
2002,Vermont,59078.00 ,18286.00 ,11970.00 ,8698.00 ,2743.00 ,17381.00 ,,,,,,,
2002,Virginia,540555.00 ,128756.00 ,139435.00 ,135751.00 ,23042.00 ,113571.00 ,,,,,,,
2002,Washington,515629.00 ,135125.00 ,117855.00 ,115035.00 ,7877.00 ,139737.00 ,,,,,,,
2002,West Virginia,243271.00 ,78456.00 ,0,55261.00 ,0,109554.00 ,,,,,,,
2002,Wisconsin,403532.00 ,128115.00 ,102853.00 ,80878.00 ,4963.00 ,86723.00 ,,,,,,,
2002,Wyoming,66012.00 ,18624.00 ,8435.00 ,8821.00 ,2737.00 ,27395.00 ,,,,,,,
2003,United States,33333476.00 ,7180748.00 ,6669539.00 ,7435666.00 ,599223.00 ,11448300.00 ,,,,,,,
2003,Alabama,547945.00 ,160124.00 ,114039.00 ,153764.00 ,20207.00 ,99811.00 ,,,,,,,
2003,Alaska,114878.00 ,35727.00 ,20475.00 ,21782.00 ,3355.00 ,33539.00 ,,,,,,,
2003,Arizona,593580.00 ,155343.00 ,105226.00 ,146375.00 ,17753.00 ,168883.00 ,,,,,,,
2003,Arkansas,353836.00 ,94092.00 ,71020.00 ,86473.00 ,12919.00 ,89332.00 ,,,,,,,
2003,California,5214237.00 ,0,1159279.00 ,1054822.00 ,71694.00 ,2928442.00 ,,,,,,,
2003,Colorado,349352.00 ,109823.00 ,85705.00 ,68968.00 ,6299.00 ,78557.00 ,,,,,,,
2003,Connecticut,307415.00 ,106584.00 ,76393.00 ,58701.00 ,7230.00 ,58507.00 ,,,,,,,
2003,Delaware,83308.00 ,24742.00 ,16758.00 ,14056.00 ,3221.00 ,24531.00 ,,,,,,,
2003,District of Columbia,150698.00 ,34472.00 ,10892.00 ,17135.00 ,3678.00 ,84521.00 ,,,,,,,
2003,Florida,1793913.00 ,496649.00 ,415460.00 ,449688.00 ,35389.00 ,396727.00 ,,,,,,,
2003,Georgia,1003784.00 ,0,0,299259.00 ,0,704525.00 ,,,,,,,
2003,Hawaii,132256.00 ,27939.00 ,21392.00 ,31487.00 ,3282.00 ,48156.00 ,,,,,,,
2003,Idaho,141040.00 ,36149.00 ,30791.00 ,35636.00 ,3697.00 ,34767.00 ,,,,,,,
2003,Illinois,1546557.00 ,431297.00 ,353602.00 ,297053.00 ,30020.00 ,434585.00 ,,,,,,,
2003,Indiana,569733.00 ,161231.00 ,148431.00 ,119942.00 ,11492.00 ,128637.00 ,,,,,,,
2003,Iowa,257791.00 ,59867.00 ,80444.00 ,59430.00 ,7104.00 ,50946.00 ,,,,,,,
2003,Kansas,288533.00 ,78167.00 ,0,71179.00 ,3470.00 ,135717.00 ,,,,,,,
2003,Kentucky,466597.00 ,0,0,112773.00 ,0,353824.00 ,,,,,,,
2003,Louisiana,667348.00 ,204440.00 ,109538.00 ,187351.00 ,14798.00 ,151221.00 ,,,,,,,
2003,Maine,156237.00 ,38445.00 ,61228.00 ,22561.00 ,2309.00 ,31694.00 ,,,,,,,
2003,Maryland,535390.00 ,144504.00 ,126877.00 ,101680.00 ,9275.00 ,153054.00 ,,,,,,,
2003,Massachusetts,669009.00 ,206977.00 ,198889.00 ,126415.00 ,12101.00 ,124627.00 ,,,,,,,
2003,Michigan,1177897.00 ,371887.00 ,318977.00 ,179929.00 ,30169.00 ,276935.00 ,,,,,,,
2003,Minnesota,417913.00 ,106733.00 ,127168.00 ,90527.00 ,1601.00 ,91884.00 ,,,,,,,
2003,Mississippi,456815.00 ,133927.00 ,69642.00 ,140405.00 ,7006.00 ,105835.00 ,,,,,,,
2003,Missouri,522117.00 ,152686.00 ,115866.00 ,135715.00 ,1805.00 ,116045.00 ,,,,,,,
2003,Montana,114446.00 ,33338.00 ,22801.00 ,16967.00 ,4146.00 ,37194.00 ,,,,,,,
2003,Nebraska,193740.00 ,43775.00 ,52923.00 ,37111.00 ,3798.00 ,56133.00 ,,,,,,,
2003,Nevada,174068.00 ,37009.00 ,39584.00 ,40996.00 ,3767.00 ,52712.00 ,,,,,,,
2003,New Hampshire,94805.00 ,22300.00 ,17315.00 ,13948.00 ,3967.00 ,37275.00 ,,,,,,,
2003,New Jersey,781549.00 ,242027.00 ,217729.00 ,143730.00 ,11525.00 ,166538.00 ,,,,,,,
2003,New Mexico,229898.00 ,75813.00 ,48756.00 ,62467.00 ,2675.00 ,40187.00 ,,,,,,,
2003,New York,2559875.00 ,866365.00 ,471761.00 ,421624.00 ,9954.00 ,790171.00 ,,,,,,,
2003,North Carolina,868258.00 ,0,0,264681.00 ,0,603577.00 ,,,,,,,
2003,North Dakota,80228.00 ,26508.00 ,16016.00 ,11114.00 ,2913.00 ,23677.00 ,,,,,,,
2003,Ohio,1003186.00 ,0,207513.00 ,195685.00 ,35218.00 ,564770.00 ,,,,,,,
2003,Oklahoma,477843.00 ,139638.00 ,92987.00 ,114109.00 ,32938.00 ,98171.00 ,,,,,,,
2003,Oregon,362547.00 ,102346.00 ,75900.00 ,77273.00 ,7005.00 ,100023.00 ,,,,,,,
2003,Pennsylvania,1294065.00 ,407035.00 ,302065.00 ,233620.00 ,31034.00 ,320311.00 ,,,,,,,
2003,Rhode Island,102215.00 ,30353.00 ,22569.00 ,21580.00 ,4083.00 ,23630.00 ,,,,,,,
2003,South Carolina,529756.00 ,129139.00 ,111673.00 ,139319.00 ,17166.00 ,132459.00 ,,,,,,,
2003,South Dakota,98818.00 ,25707.00 ,18392.00 ,15369.00 ,944.00 ,38406.00 ,,,,,,,
2003,Tennessee,578296.00 ,141465.00 ,134908.00 ,158970.00 ,17188.00 ,125765.00 ,,,,,,,
2003,Texas,2982822.00 ,868738.00 ,463031.00 ,893680.00 ,44559.00 ,712814.00 ,,,,,,,
2003,Utah,218420.00 ,36718.00 ,58633.00 ,64409.00 ,7066.00 ,51594.00 ,,,,,,,
2003,Vermont,70195.00 ,22597.00 ,14555.00 ,9274.00 ,2896.00 ,20873.00 ,,,,,,,
2003,Virginia,605673.00 ,145554.00 ,163749.00 ,140350.00 ,20436.00 ,135584.00 ,,,,,,,
2003,Washington,589723.00 ,160553.00 ,139990.00 ,125608.00 ,8260.00 ,155312.00 ,,,,,,,
2003,West Virginia,251779.00 ,84754.00 ,0,55510.00 ,0,111515.00 ,,,,,,,
2003,Wisconsin,480170.00 ,146277.00 ,126041.00 ,85973.00 ,4911.00 ,116968.00 ,,,,,,,
2003,Wyoming,72922.00 ,20934.00 ,12556.00 ,9193.00 ,2900.00 ,27339.00 ,,,,,,,
2004,United States,37593105.00 ,10192613.00 ,7934062.00 ,7917021.00 ,600243.00 ,10949166.00 ,,,,,,,
2004,Alabama,604319.00 ,203439.00 ,133002.00 ,158765.00 ,23376.00 ,85737.00 ,,,,,,,
2004,Alaska,129797.00 ,38150.00 ,24439.00 ,23019.00 ,3422.00 ,40767.00 ,,,,,,,
2004,Arizona,671593.00 ,185818.00 ,121879.00 ,155420.00 ,17511.00 ,190965.00 ,,,,,,,
2004,Arkansas,379562.00 ,104666.00 ,83584.00 ,92477.00 ,12175.00 ,86660.00 ,,,,,,,
2004,California,6023770.00 ,1884562.00 ,1414910.00 ,1119113.00 ,70700.00 ,1534485.00 ,,,,,,,
2004,Colorado,372296.00 ,121245.00 ,98413.00 ,74978.00 ,6529.00 ,71131.00 ,,,,,,,
2004,Connecticut,313915.00 ,101648.00 ,83033.00 ,63302.00 ,7649.00 ,58283.00 ,,,,,,,
2004,Delaware,95481.00 ,26344.00 ,20692.00 ,16445.00 ,3880.00 ,28120.00 ,,,,,,,
2004,District of Columbia,164550.00 ,43773.00 ,12445.00 ,15903.00 ,3829.00 ,88600.00 ,,,,,,,
2004,Florida,2014326.00 ,513346.00 ,501450.00 ,476281.00 ,38609.00 ,484640.00 ,,,,,,,
2004,Georgia,1153973.00 ,0,0,323361.00 ,0,830612.00 ,,,,,,,
2004,Hawaii,183866.00 ,35049.00 ,34359.00 ,43631.00 ,3089.00 ,67738.00 ,,,,,,,
2004,Idaho,158967.00 ,44763.00 ,35320.00 ,35564.00 ,3465.00 ,39855.00 ,,,,,,,
2004,Illinois,1651381.00 ,499917.00 ,409488.00 ,311493.00 ,28877.00 ,401606.00 ,,,,,,,
2004,Indiana,639007.00 ,165889.00 ,187832.00 ,137730.00 ,12027.00 ,135529.00 ,,,,,,,
2004,Iowa,301704.00 ,64474.00 ,90613.00 ,62054.00 ,7286.00 ,77277.00 ,,,,,,,
2004,Kansas,317739.00 ,91385.00 ,0,74283.00 ,1510.00 ,150561.00 ,,,,,,,
2004,Kentucky,566361.00 ,0,0,143362.00 ,0,422999.00 ,,,,,,,
2004,Louisiana,712942.00 ,217524.00 ,128485.00 ,195826.00 ,11886.00 ,159221.00 ,,,,,,,
2004,Maine,181839.00 ,48363.00 ,71788.00 ,23607.00 ,2445.00 ,35636.00 ,,,,,,,
2004,Maryland,521626.00 ,142020.00 ,137834.00 ,108749.00 ,9592.00 ,123431.00 ,,,,,,,
2004,Massachusetts,727241.00 ,245354.00 ,212373.00 ,117274.00 ,12391.00 ,139849.00 ,,,,,,,
2004,Michigan,1244650.00 ,411749.00 ,305276.00 ,168525.00 ,22321.00 ,336779.00 ,,,,,,,
2004,Minnesota,462696.00 ,111906.00 ,146190.00 ,95502.00 ,569.00 ,108529.00 ,,,,,,,
2004,Mississippi,489295.00 ,155755.00 ,80257.00 ,146932.00 ,6625.00 ,99726.00 ,,,,,,,
2004,Missouri,569825.00 ,172153.00 ,139814.00 ,146148.00 ,127.00 ,111583.00 ,,,,,,,
2004,Montana,132080.00 ,40324.00 ,29458.00 ,18757.00 ,4378.00 ,39163.00 ,,,,,,,
2004,Nebraska,211089.00 ,52310.00 ,51973.00 ,39021.00 ,4082.00 ,63703.00 ,,,,,,,
2004,Nevada,201193.00 ,48915.00 ,46566.00 ,45629.00 ,4506.00 ,55577.00 ,,,,,,,
2004,New Hampshire,112447.00 ,25770.00 ,22176.00 ,15339.00 ,4428.00 ,44734.00 ,,,,,,,
2004,New Jersey,872019.00 ,252951.00 ,254127.00 ,153781.00 ,10060.00 ,201100.00 ,,,,,,,
2004,New Mexico,331135.00 ,103392.00 ,90152.00 ,69314.00 ,3619.00 ,64658.00 ,,,,,,,
2004,New York,3029370.00 ,1166772.00 ,603186.00 ,439994.00 ,17012.00 ,802406.00 ,,,,,,,
2004,North Carolina,995704.00 ,0,0,283972.00 ,0,711732.00 ,,,,,,,
2004,North Dakota,89564.00 ,33175.00 ,18406.00 ,11583.00 ,2683.00 ,23717.00 ,,,,,,,
2004,Ohio,1179119.00 ,0,266929.00 ,207049.00 ,37407.00 ,667734.00 ,,,,,,,
2004,Oklahoma,504182.00 ,161896.00 ,97762.00 ,121107.00 ,30964.00 ,92453.00 ,,,,,,,
2004,Oregon,414961.00 ,128625.00 ,95215.00 ,83717.00 ,8287.00 ,99117.00 ,,,,,,,
2004,Pennsylvania,1469999.00 ,456462.00 ,366522.00 ,249241.00 ,30636.00 ,367138.00 ,,,,,,,
2004,Rhode Island,125606.00 ,43752.00 ,28436.00 ,22540.00 ,4632.00 ,26246.00 ,,,,,,,
2004,South Carolina,609720.00 ,153318.00 ,131114.00 ,150117.00 ,14784.00 ,160387.00 ,,,,,,,
2004,South Dakota,98041.00 ,30705.00 ,22109.00 ,16257.00 ,1246.00 ,27724.00 ,,,,,,,
2004,Tennessee,663546.00 ,167316.00 ,173414.00 ,175359.00 ,20168.00 ,127289.00 ,,,,,,,
2004,Texas,3396286.00 ,1000471.00 ,560985.00 ,965252.00 ,46018.00 ,823560.00 ,,,,,,,
2004,Utah,261104.00 ,41432.00 ,74191.00 ,69604.00 ,7138.00 ,68739.00 ,,,,,,,
2004,Vermont,82785.00 ,25878.00 ,18916.00 ,9850.00 ,3107.00 ,25034.00 ,,,,,,,
2004,Virginia,674233.00 ,190096.00 ,186512.00 ,148437.00 ,19101.00 ,130087.00 ,,,,,,,
2004,Washington,627690.00 ,181899.00 ,166332.00 ,131323.00 ,8470.00 ,139666.00 ,,,,,,,
2004,West Virginia,274527.00 ,79599.00 ,0,58868.00 ,0,136060.00 ,,,,,,,
2004,Wisconsin,500851.00 ,152503.00 ,141241.00 ,91390.00 ,5182.00 ,110535.00 ,,,,,,,
2004,Wyoming,83133.00 ,25760.00 ,14864.00 ,9776.00 ,2445.00 ,30288.00 ,,,,,,,
2005,United States,40836192.00 ,11009277.00 ,9038634.00 ,8464201.00 ,626703.00 ,11697377.00 ,,,,,,,
2005,Alabama,646382.00 ,213404.00 ,155450.00 ,168537.00 ,23369.00 ,85622.00 ,,,,,,,
2005,Alaska,139967.00 ,43503.00 ,30439.00 ,23518.00 ,3205.00 ,39302.00 ,,,,,,,
2005,Arizona,746852.00 ,205564.00 ,134016.00 ,178637.00 ,18189.00 ,210446.00 ,,,,,,,
2005,Arkansas,418673.00 ,115867.00 ,101256.00 ,104024.00 ,12570.00 ,84956.00 ,,,,,,,
2005,California,6669657.00 ,2140623.00 ,1604291.00 ,1168938.00 ,69980.00 ,1685825.00 ,,,,,,,
2005,Colorado,417722.00 ,131366.00 ,116261.00 ,82238.00 ,7349.00 ,80508.00 ,,,,,,,
2005,Connecticut,358959.00 ,123830.00 ,105093.00 ,65927.00 ,7626.00 ,56483.00 ,,,,,,,
2005,Delaware,106513.00 ,30287.00 ,25851.00 ,17616.00 ,4345.00 ,28414.00 ,,,,,,,
2005,District of Columbia,166108.00 ,47773.00 ,14042.00 ,15965.00 ,4295.00 ,84033.00 ,,,,,,,
2005,Florida,2167417.00 ,569180.00 ,557072.00 ,510096.00 ,38608.00 ,492461.00 ,,,,,,,
2005,Georgia,1320768.00 ,0,0,354945.00 ,0,965823.00 ,,,,,,,
2005,Hawaii,179619.00 ,39779.00 ,32881.00 ,45749.00 ,2713.00 ,58497.00 ,,,,,,,
2005,Idaho,171815.00 ,44974.00 ,42717.00 ,43163.00 ,3066.00 ,37895.00 ,,,,,,,
2005,Illinois,1743798.00 ,533903.00 ,474787.00 ,319995.00 ,30305.00 ,384808.00 ,,,,,,,
2005,Indiana,693982.00 ,179682.00 ,204856.00 ,137788.00 ,12129.00 ,159527.00 ,,,,,,,
2005,Iowa,319954.00 ,64064.00 ,101316.00 ,68125.00 ,7262.00 ,79187.00 ,,,,,,,
2005,Kansas,333759.00 ,91703.00 ,0,82479.00 ,1555.00 ,158022.00 ,,,,,,,
2005,Kentucky,602508.00 ,0,0,152787.00 ,0,449721.00 ,,,,,,,
2005,Louisiana,776201.00 ,255860.00 ,139710.00 ,201230.00 ,10677.00 ,168724.00 ,,,,,,,
2005,Maine,188948.00 ,44909.00 ,74149.00 ,25635.00 ,2490.00 ,41765.00 ,,,,,,,
2005,Maryland,611813.00 ,170137.00 ,164895.00 ,112396.00 ,10735.00 ,153650.00 ,,,,,,,
2005,Massachusetts,722546.00 ,223300.00 ,238032.00 ,124623.00 ,12351.00 ,124240.00 ,,,,,,,
2005,Michigan,1345699.00 ,412748.00 ,364003.00 ,210237.00 ,24640.00 ,334071.00 ,,,,,,,
2005,Minnesota,482181.00 ,101365.00 ,163982.00 ,100540.00 ,790.00 ,115504.00 ,,,,,,,
2005,Mississippi,529021.00 ,167166.00 ,96567.00 ,159256.00 ,6269.00 ,99763.00 ,,,,,,,
2005,Missouri,637929.00 ,185305.00 ,165948.00 ,157859.00 ,14400.00 ,114417.00 ,,,,,,,
2005,Montana,131723.00 ,44902.00 ,31682.00 ,19438.00 ,3212.00 ,32489.00 ,,,,,,,
2005,Nebraska,243670.00 ,40020.00 ,76402.00 ,42032.00 ,4325.00 ,80891.00 ,,,,,,,
2005,Nevada,227683.00 ,56866.00 ,54555.00 ,53249.00 ,4669.00 ,58344.00 ,,,,,,,
2005,New Hampshire,118469.00 ,28958.00 ,24452.00 ,16018.00 ,4608.00 ,44433.00 ,,,,,,,
2005,New Jersey,920444.00 ,246872.00 ,291328.00 ,170608.00 ,8690.00 ,202946.00 ,,,,,,,
2005,New Mexico,333704.00 ,112098.00 ,74480.00 ,75767.00 ,5355.00 ,66004.00 ,,,,,,,
2005,New York,3136137.00 ,1150227.00 ,576399.00 ,455882.00 ,19851.00 ,933778.00 ,,,,,,,
2005,North Carolina,1094785.00 ,0,0,303620.00 ,0,791165.00 ,,,,,,,
2005,North Dakota,96418.00 ,35320.00 ,22703.00 ,11995.00 ,2801.00 ,23599.00 ,,,,,,,
2005,Ohio,1318990.00 ,0,378937.00 ,233245.00 ,37504.00 ,669304.00 ,,,,,,,
2005,Oklahoma,589318.00 ,205742.00 ,119547.00 ,130846.00 ,32835.00 ,100348.00 ,,,,,,,
2005,Oregon,457760.00 ,150157.00 ,108191.00 ,87731.00 ,9363.00 ,102318.00 ,,,,,,,
2005,Pennsylvania,1604560.00 ,480889.00 ,437592.00 ,269223.00 ,32471.00 ,384385.00 ,,,,,,,
2005,Rhode Island,139167.00 ,44271.00 ,33518.00 ,22401.00 ,4474.00 ,34503.00 ,,,,,,,
2005,South Carolina,633760.00 ,161302.00 ,149809.00 ,160809.00 ,13463.00 ,148377.00 ,,,,,,,
2005,South Dakota,111981.00 ,36354.00 ,25234.00 ,17838.00 ,125.00 ,32430.00 ,,,,,,,
2005,Tennessee,756985.00 ,199995.00 ,194899.00 ,191638.00 ,19371.00 ,151082.00 ,,,,,,,
2005,Texas,3722180.00 ,1112878.00 ,641631.00 ,1016379.00 ,50089.00 ,901203.00 ,,,,,,,
2005,Utah,296403.00 ,46994.00 ,84250.00 ,73950.00 ,6725.00 ,84484.00 ,,,,,,,
2005,Vermont,85014.00 ,26451.00 ,20145.00 ,10038.00 ,2730.00 ,25650.00 ,,,,,,,
2005,Virginia,712102.00 ,206469.00 ,217436.00 ,162058.00 ,19338.00 ,106801.00 ,,,,,,,
2005,Washington,671820.00 ,199410.00 ,194038.00 ,139450.00 ,8172.00 ,130750.00 ,,,,,,,
2005,West Virginia,316688.00 ,97156.00 ,0,59921.00 ,0,159611.00 ,,,,,,,
2005,Wisconsin,521456.00 ,160983.00 ,154792.00 ,97251.00 ,5127.00 ,103303.00 ,,,,,,,
2005,Wyoming,96184.00 ,28671.00 ,19000.00 ,10511.00 ,2487.00 ,35515.00 ,,,,,,,
2006,United States,43528892.00 ,11371494.00 ,9648148.00 ,8913237.00 ,642236.00 ,12953777.00 ,,,,,,,
2006,Alabama,672209.00 ,220121.00 ,171291.00 ,177851.00 ,19195.00 ,83751.00 ,,,,,,,
2006,Alaska,141871.00 ,42170.00 ,31861.00 ,25559.00 ,3099.00 ,39182.00 ,,,,,,,
2006,Arizona,804918.00 ,255591.00 ,140447.00 ,174097.00 ,18224.00 ,216559.00 ,,,,,,,
2006,Arkansas,449903.00 ,118160.00 ,110131.00 ,116432.00 ,11427.00 ,93753.00 ,,,,,,,
2006,California,6939416.00 ,2174622.00 ,1714099.00 ,1223054.00 ,71578.00 ,1756063.00 ,,,,,,,
2006,Colorado,466649.00 ,144180.00 ,133694.00 ,90139.00 ,6561.00 ,92075.00 ,,,,,,,
2006,Connecticut,346825.00 ,112581.00 ,106865.00 ,68525.00 ,7622.00 ,51232.00 ,,,,,,,
2006,Delaware,109044.00 ,32026.00 ,26381.00 ,19522.00 ,4133.00 ,26982.00 ,,,,,,,
2006,District of Columbia,125898.00 ,64248.00 ,10035.00 ,15446.00 ,5960.00 ,30209.00 ,,,,,,,
2006,Florida,2298306.00 ,612907.00 ,571194.00 ,519260.00 ,41549.00 ,553396.00 ,,,,,,,
2006,Georgia,1357771.00 ,0,0,392267.00 ,0,965504.00 ,,,,,,,
2006,Hawaii,181359.00 ,46525.00 ,33674.00 ,29600.00 ,2416.00 ,69144.00 ,,,,,,,
2006,Idaho,182504.00 ,48064.00 ,42448.00 ,45682.00 ,3501.00 ,42809.00 ,,,,,,,
2006,Illinois,1790722.00 ,542370.00 ,492176.00 ,345197.00 ,25043.00 ,385936.00 ,,,,,,,
2006,Indiana,725361.00 ,176490.00 ,221177.00 ,167710.00 ,12012.00 ,147972.00 ,,,,,,,
2006,Iowa,357392.00 ,64242.00 ,133308.00 ,72759.00 ,6985.00 ,80098.00 ,,,,,,,
2006,Kansas,320275.00 ,88184.00 ,0,83284.00 ,1605.00 ,147202.00 ,,,,,,,
2006,Kentucky,633342.00 ,0,0,163243.00 ,0,470099.00 ,,,,,,,
2006,Louisiana,1175648.00 ,228160.00 ,136076.00 ,184590.00 ,10296.00 ,616526.00 ,,,,,,,
