Year,States,Total,Compensatory,special education,Child nutrition,Vocational,others,,,,,,,
2006,Maine,193327.00 ,47553.00 ,80240.00 ,26043.00 ,2322.00 ,37169.00 ,,,,,,,
2006,Maryland,604264.00 ,161911.00 ,177615.00 ,119469.00 ,11271.00 ,133998.00 ,,,,,,,
2006,Massachusetts,703765.00 ,215796.00 ,239215.00 ,117677.00 ,13005.00 ,118072.00 ,,,,,,,
2006,Michigan,1374980.00 ,403851.00 ,384073.00 ,227489.00 ,23010.00 ,336557.00 ,,,,,,,
2006,Minnesota,511299.00 ,95681.00 ,174122.00 ,106988.00 ,1685.00 ,132823.00 ,,,,,,,
2006,Mississippi,818049.00 ,176021.00 ,110710.00 ,162475.00 ,6170.00 ,362673.00 ,,,,,,,
2006,Missouri,682806.00 ,191847.00 ,196481.00 ,166400.00 ,14086.00 ,113992.00 ,,,,,,,
2006,Montana,132488.00 ,45111.00 ,31952.00 ,20197.00 ,3291.00 ,31937.00 ,,,,,,,
2006,Nebraska,246372.00 ,62694.00 ,65803.00 ,45082.00 ,3372.00 ,69421.00 ,,,,,,,
2006,Nevada,242955.00 ,71280.00 ,60188.00 ,58308.00 ,5281.00 ,47898.00 ,,,,,,,
2006,New Hampshire,122444.00 ,29550.00 ,26144.00 ,16962.00 ,3696.00 ,46092.00 ,,,,,,,
2006,New Jersey,967674.00 ,259350.00 ,298689.00 ,175270.00 ,8848.00 ,225517.00 ,,,,,,,
2006,New Mexico,298534.00 ,99778.00 ,58256.00 ,76259.00 ,5895.00 ,58346.00 ,,,,,,,
2006,New York,3317811.00 ,1271939.00 ,648276.00 ,478459.00 ,41231.00 ,877906.00 ,,,,,,,
2006,North Carolina,1165385.00 ,0,0,329298.00 ,0,836087.00 ,,,,,,,
2006,North Dakota,101574.00 ,38167.00 ,24033.00 ,12590.00 ,2589.00 ,24195.00 ,,,,,,,
2006,Ohio,1393825.00 ,0,441768.00 ,235117.00 ,38994.00 ,677946.00 ,,,,,,,
2006,Oklahoma,563480.00 ,166410.00 ,133789.00 ,140680.00 ,32854.00 ,89747.00 ,,,,,,,
2006,Oregon,478786.00 ,160451.00 ,120623.00 ,92022.00 ,8488.00 ,97202.00 ,,,,,,,
2006,Pennsylvania,1650468.00 ,482505.00 ,434239.00 ,281372.00 ,32729.00 ,419623.00 ,,,,,,,
2006,Rhode Island,143611.00 ,47642.00 ,36521.00 ,23587.00 ,4197.00 ,31664.00 ,,,,,,,
2006,South Carolina,657345.00 ,169383.00 ,163000.00 ,173221.00 ,13176.00 ,138565.00 ,,,,,,,
2006,South Dakota,115452.00 ,37311.00 ,25268.00 ,17907.00 ,954.00 ,34012.00 ,,,,,,,
2006,Tennessee,764639.00 ,190906.00 ,197832.00 ,207903.00 ,23988.00 ,144010.00 ,,,,,,,
2006,Texas,4356333.00 ,1157764.00 ,708231.00 ,1100875.00 ,48700.00 ,1340763.00 ,,,,,,,
2006,Utah,316834.00 ,53245.00 ,91736.00 ,77694.00 ,5859.00 ,88300.00 ,,,,,,,
2006,Vermont,91902.00 ,29714.00 ,21561.00 ,10635.00 ,2271.00 ,27721.00 ,,,,,,,
2006,Virginia,755237.00 ,220177.00 ,238347.00 ,172312.00 ,17599.00 ,106802.00 ,,,,,,,
2006,Washington,697266.00 ,205066.00 ,201525.00 ,145914.00 ,7879.00 ,136882.00 ,,,,,,,
2006,West Virginia,335130.00 ,110808.00 ,0,63683.00 ,0,160639.00 ,,,,,,,
2006,Wisconsin,544276.00 ,168729.00 ,160816.00 ,106171.00 ,5092.00 ,103468.00 ,,,,,,,
2006,Wyoming,101168.00 ,30213.00 ,22238.00 ,10961.00 ,2498.00 ,35258.00 ,,,,,,,
2007,United States,42886760.00 ,11295616.00 ,9749352.00 ,9317194.00 ,622194.00 ,11902404.00 ,,,,,,,
2007,Alabama,668873.00 ,214840.00 ,167448.00 ,189099.00 ,17015.00 ,80471.00 ,,,,,,,
2007,Alaska,133503.00 ,40928.00 ,28848.00 ,26855.00 ,3057.00 ,33815.00 ,,,,,,,
2007,Arizona,795209.00 ,251161.00 ,147670.00 ,196328.00 ,18225.00 ,181825.00 ,,,,,,,
2007,Arkansas,459204.00 ,117791.00 ,107879.00 ,121534.00 ,8808.00 ,103192.00 ,,,,,,,
2007,California,6738910.00 ,1995300.00 ,1712796.00 ,1291389.00 ,68117.00 ,1671308.00 ,,,,,,,
2007,Colorado,479750.00 ,146023.00 ,143023.00 ,96276.00 ,6664.00 ,87764.00 ,,,,,,,
2007,Connecticut,345514.00 ,101627.00 ,113589.00 ,73698.00 ,7166.00 ,49434.00 ,,,,,,,
2007,Delaware,102114.00 ,28909.00 ,24993.00 ,20963.00 ,3703.00 ,23546.00 ,,,,,,,
2007,District of Columbia,133454.00 ,72077.00 ,14306.00 ,13319.00 ,3800.00 ,29952.00 ,,,,,,,
2007,Florida,2320181.00 ,670613.00 ,564232.00 ,542179.00 ,41245.00 ,501912.00 ,,,,,,,
2007,Georgia,1409265.00 ,0,0,422180.00 ,0,987085.00 ,,,,,,,
2007,Hawaii,206065.00 ,57755.00 ,36629.00 ,38591.00 ,2873.00 ,70217.00 ,,,,,,,
2007,Idaho,185850.00 ,47412.00 ,44996.00 ,48990.00 ,3615.00 ,40837.00 ,,,,,,,
2007,Illinois,1758922.00 ,535208.00 ,463109.00 ,355054.00 ,29231.00 ,376320.00 ,,,,,,,
2007,Indiana,751382.00 ,180784.00 ,229161.00 ,176199.00 ,11247.00 ,153991.00 ,,,,,,,
2007,Iowa,364850.00 ,62393.00 ,144978.00 ,77597.00 ,6559.00 ,73323.00 ,,,,,,,
2007,Kansas,326404.00 ,90507.00 ,0,91786.00 ,1626.00 ,142485.00 ,,,,,,,
2007,Kentucky,629363.00 ,0,0,172113.00 ,0,457250.00 ,,,,,,,
2007,Louisiana,1147486.00 ,267331.00 ,173449.00 ,192352.00 ,12184.00 ,502170.00 ,,,,,,,
2007,Maine,189363.00 ,45291.00 ,76597.00 ,31583.00 ,2460.00 ,33432.00 ,,,,,,,
2007,Maryland,579425.00 ,177637.00 ,174703.00 ,122531.00 ,10433.00 ,94121.00 ,,,,,,,
2007,Massachusetts,709149.00 ,218079.00 ,240053.00 ,140319.00 ,10979.00 ,99719.00 ,,,,,,,
2007,Michigan,1391056.00 ,441527.00 ,362633.00 ,237915.00 ,24902.00 ,324079.00 ,,,,,,,
2007,Minnesota,498727.00 ,107921.00 ,181675.00 ,114007.00 ,1029.00 ,94095.00 ,,,,,,,
2007,Mississippi,669859.00 ,178489.00 ,112267.00 ,169354.00 ,6469.00 ,203280.00 ,,,,,,,
2007,Missouri,674917.00 ,182129.00 ,201484.00 ,169022.00 ,13674.00 ,108608.00 ,,,,,,,
2007,Montana,131962.00 ,43868.00 ,33759.00 ,20796.00 ,3134.00 ,30405.00 ,,,,,,,
2007,Nebraska,251208.00 ,59228.00 ,66791.00 ,48383.00 ,4077.00 ,72729.00 ,,,,,,,
2007,Nevada,257925.00 ,73675.00 ,63756.00 ,64115.00 ,5995.00 ,50384.00 ,,,,,,,
2007,New Hampshire,130991.00 ,29369.00 ,31274.00 ,18362.00 ,3820.00 ,48166.00 ,,,,,,,
2007,New Jersey,972460.00 ,251980.00 ,318981.00 ,184912.00 ,6913.00 ,209674.00 ,,,,,,,
2007,New Mexico,312883.00 ,100126.00 ,73048.00 ,753.00 ,4694.00 ,134262.00 ,,,,,,,
2007,New York,3241376.00 ,1224483.00 ,617588.00 ,501111.00 ,38497.00 ,859697.00 ,,,,,,,
2007,North Carolina,1164550.00 ,0,0,345414.00 ,0,819136.00 ,,,,,,,
2007,North Dakota,103132.00 ,37425.00 ,26875.00 ,13450.00 ,2782.00 ,22600.00 ,,,,,,,
2007,Ohio,1364391.00 ,0,439222.00 ,247262.00 ,36006.00 ,641901.00 ,,,,,,,
2007,Oklahoma,570616.00 ,158978.00 ,137543.00 ,147247.00 ,32366.00 ,94482.00 ,,,,,,,
2007,Oregon,487623.00 ,154298.00 ,124779.00 ,97047.00 ,8367.00 ,103132.00 ,,,,,,,
2007,Pennsylvania,1607818.00 ,485877.00 ,421247.00 ,293607.00 ,31794.00 ,375293.00 ,,,,,,,
2007,Rhode Island,159977.00 ,46224.00 ,35708.00 ,24524.00 ,3908.00 ,49613.00 ,,,,,,,
2007,South Carolina,675386.00 ,178800.00 ,174358.00 ,182213.00 ,12732.00 ,127283.00 ,,,,,,,
2007,South Dakota,114217.00 ,37756.00 ,25994.00 ,18876.00 ,739.00 ,30852.00 ,,,,,,,
2007,Tennessee,766221.00 ,198751.00 ,198900.00 ,220958.00 ,20763.00 ,126849.00 ,,,,,,,
2007,Texas,4053011.00 ,1166997.00 ,752037.00 ,1137972.00 ,47051.00 ,948954.00 ,,,,,,,
2007,Utah,316771.00 ,48004.00 ,90671.00 ,81830.00 ,5809.00 ,90457.00 ,,,,,,,
2007,Vermont,89452.00 ,29446.00 ,21520.00 ,11265.00 ,2440.00 ,24781.00 ,,,,,,,
2007,Virginia,779323.00 ,236102.00 ,241874.00 ,179092.00 ,19898.00 ,102357.00 ,,,,,,,
2007,Washington,693321.00 ,203835.00 ,202985.00 ,152913.00 ,7827.00 ,125761.00 ,,,,,,,
2007,West Virginia,342493.00 ,111044.00 ,0,63974.00 ,0,167475.00 ,,,,,,,
2007,Wisconsin,535750.00 ,158917.00 ,161794.00 ,118487.00 ,5098.00 ,91454.00 ,,,,,,,
2007,Wyoming,95108.00 ,28701.00 ,22130.00 ,11398.00 ,2403.00 ,30476.00 ,,,,,,,
2008,United States,43359478.00 ,11279591.00 ,9999643.00 ,9915935.00 ,596356.00 ,11567953.00 ,,,,,,,
2008,Alabama,690332.00 ,219828.00 ,167618.00 ,200553.00 ,16053.00 ,86280.00 ,,,,,,,
2008,Alaska,134964.00 ,41252.00 ,28746.00 ,27761.00 ,2921.00 ,34284.00 ,,,,,,,
2008,Arizona,828778.00 ,269993.00 ,145655.00 ,213551.00 ,18616.00 ,180963.00 ,,,,,,,
2008,Arkansas,467229.00 ,118053.00 ,105936.00 ,139093.00 ,8997.00 ,95150.00 ,,,,,,,
2008,California,6725696.00 ,1885320.00 ,1782769.00 ,1390720.00 ,67200.00 ,1599687.00 ,,,,,,,
2008,Colorado,486055.00 ,146226.00 ,139709.00 ,105293.00 ,7336.00 ,87491.00 ,,,,,,,
2008,Connecticut,352465.00 ,105443.00 ,116779.00 ,76936.00 ,7134.00 ,46173.00 ,,,,,,,
2008,Delaware,104304.00 ,29485.00 ,27519.00 ,20963.00 ,4868.00 ,21469.00 ,,,,,,,
2008,District of Columbia,83628.00 ,32853.00 ,11361.00 ,14298.00 ,4218.00 ,20898.00 ,,,,,,,
2008,Florida,2318976.00 ,646679.00 ,582961.00 ,573732.00 ,41929.00 ,473675.00 ,,,,,,,
2008,Georgia,1390188.00 ,0,0,447726.00 ,0,942462.00 ,,,,,,,
2008,Hawaii,238047.00 ,52171.00 ,56136.00 ,36813.00 ,4772.00 ,88155.00 ,,,,,,,
2008,Idaho,189738.00 ,46534.00 ,48087.00 ,53287.00 ,3494.00 ,38336.00 ,,,,,,,
2008,Illinois,1881292.00 ,625525.00 ,521063.00 ,370891.00 ,30003.00 ,333810.00 ,,,,,,,
2008,Indiana,794026.00 ,216795.00 ,242817.00 ,194482.00 ,11806.00 ,128126.00 ,,,,,,,
2008,Iowa,367765.00 ,70275.00 ,139339.00 ,81194.00 ,6676.00 ,70281.00 ,,,,,,,
2008,Kansas,325084.00 ,93931.00 ,0,96806.00 ,1580.00 ,132767.00 ,,,,,,,
2008,Kentucky,655954.00 ,0,0,181347.00 ,0,474607.00 ,,,,,,,
2008,Louisiana,1194693.00 ,290950.00 ,181690.00 ,202933.00 ,11073.00 ,508047.00 ,,,,,,,
2008,Maine,177070.00 ,45476.00 ,45040.00 ,29100.00 ,2139.00 ,55315.00 ,,,,,,,
2008,Maryland,670941.00 ,212328.00 ,180945.00 ,128822.00 ,10793.00 ,138053.00 ,,,,,,,
2008,Massachusetts,697130.00 ,205069.00 ,238965.00 ,145958.00 ,11858.00 ,95280.00 ,,,,,,,
2008,Michigan,1330622.00 ,407756.00 ,367331.00 ,246748.00 ,21323.00 ,287464.00 ,,,,,,,
2008,Minnesota,507645.00 ,107623.00 ,174125.00 ,119897.00 ,696.00 ,105304.00 ,,,,,,,
2008,Mississippi,664625.00 ,187085.00 ,109619.00 ,174941.00 ,6782.00 ,186198.00 ,,,,,,,
2008,Missouri,674384.00 ,185321.00 ,192228.00 ,177082.00 ,14204.00 ,105549.00 ,,,,,,,
2008,Montana,127829.00 ,43492.00 ,34637.00 ,21605.00 ,2888.00 ,25207.00 ,,,,,,,
2008,Nebraska,268129.00 ,61158.00 ,68536.00 ,51461.00 ,3696.00 ,83278.00 ,,,,,,,
2008,Nevada,265875.00 ,75918.00 ,62739.00 ,68933.00 ,6090.00 ,52195.00 ,,,,,,,
2008,New Hampshire,132865.00 ,31975.00 ,31496.00 ,19120.00 ,3841.00 ,46433.00 ,,,,,,,
2008,New Jersey,958349.00 ,232434.00 ,326590.00 ,195488.00 ,7551.00 ,196286.00 ,,,,,,,
2008,New Mexico,315807.00 ,94731.00 ,82512.00 ,392.00 ,5613.00 ,132559.00 ,,,,,,,
2008,New York,3104423.00 ,1160482.00 ,657191.00 ,516394.00 ,11978.00 ,758378.00 ,,,,,,,
2008,North Carolina,1152033.00 ,0,0,361488.00 ,0,790545.00 ,,,,,,,
2008,North Dakota,100458.00 ,34886.00 ,26340.00 ,14352.00 ,2402.00 ,22478.00 ,,,,,,,
2008,Ohio,1428803.00 ,0,442088.00 ,290133.00 ,36187.00 ,660395.00 ,,,,,,,
2008,Oklahoma,565345.00 ,146276.00 ,139085.00 ,156522.00 ,30418.00 ,93044.00 ,,,,,,,
2008,Oregon,475954.00 ,146352.00 ,120251.00 ,102787.00 ,7849.00 ,98715.00 ,,,,,,,
2008,Pennsylvania,1642172.00 ,506544.00 ,420943.00 ,308412.00 ,31234.00 ,375039.00 ,,,,,,,
2008,Rhode Island,161156.00 ,47608.00 ,36196.00 ,26407.00 ,4089.00 ,46856.00 ,,,,,,,
2008,South Carolina,689582.00 ,187589.00 ,172714.00 ,191785.00 ,12822.00 ,124672.00 ,,,,,,,
2008,South Dakota,116977.00 ,39298.00 ,27485.00 ,19704.00 ,751.00 ,29739.00 ,,,,,,,
2008,Tennessee,806671.00 ,214674.00 ,208330.00 ,233607.00 ,22369.00 ,127691.00 ,,,,,,,
2008,Texas,4140349.00 ,1176750.00 ,781177.00 ,1235037.00 ,47233.00 ,900152.00 ,,,,,,,
2008,Utah,341131.00 ,53075.00 ,90363.00 ,84941.00 ,6199.00 ,106553.00 ,,,,,,,
2008,Vermont,87603.00 ,27892.00 ,22798.00 ,11397.00 ,2745.00 ,22771.00 ,,,,,,,
2008,Virginia,784696.00 ,231253.00 ,246315.00 ,192991.00 ,18277.00 ,95860.00 ,,,,,,,
2008,Washington,755287.00 ,204214.00 ,213422.00 ,161384.00 ,8361.00 ,167906.00 ,,,,,,,
2008,West Virginia,311996.00 ,95833.00 ,0,64866.00 ,0,151297.00 ,,,,,,,
2008,Wisconsin,587919.00 ,196612.00 ,162036.00 ,123847.00 ,5159.00 ,100265.00 ,,,,,,,
2008,Wyoming,86438.00 ,28574.00 ,19961.00 ,11955.00 ,2133.00 ,23815.00 ,,,,,,,
2009,United States,51997354.00 ,12369968.00 ,10660170.00 ,10687460.00 ,641094.00 ,17638662.00 ,,,,,,,
2009,Alabama,706941.00 ,225992.00 ,166625.00 ,215581.00 ,16040.00 ,82703.00 ,,,,,,,
2009,Alaska,142710.00 ,46541.00 ,31526.00 ,30813.00 ,2785.00 ,31045.00 ,,,,,,,
2009,Arizona,878342.00 ,284306.00 ,150734.00 ,234527.00 ,20812.00 ,187963.00 ,,,,,,,
2009,Arkansas,510297.00 ,140696.00 ,106213.00 ,154456.00 ,9557.00 ,99375.00 ,,,,,,,
2009,California,9247172.00 ,1897719.00 ,1936707.00 ,1525463.00 ,64202.00 ,3823081.00 ,,,,,,,
2009,Colorado,499998.00 ,145457.00 ,141939.00 ,120748.00 ,6789.00 ,85065.00 ,,,,,,,
2009,Connecticut,367633.00 ,118348.00 ,112934.00 ,81857.00 ,6969.00 ,47525.00 ,,,,,,,
2009,Delaware,109682.00 ,32575.00 ,27231.00 ,24587.00 ,4028.00 ,21261.00 ,,,,,,,
2009,District of Columbia,74345.00 ,29518.00 ,12297.00 ,14633.00 ,2296.00 ,15601.00 ,,,,,,,
2009,Florida,2490342.00 ,693962.00 ,606098.00 ,626434.00 ,42286.00 ,521562.00 ,,,,,,,
2009,Georgia,1576888.00 ,580.00 ,0,490526.00 ,0,1085782.00 ,,,,,,,
2009,Hawaii,283665.00 ,54851.00 ,57331.00 ,34123.00 ,3660.00 ,133700.00 ,,,,,,,
2009,Idaho,204498.00 ,49977.00 ,45294.00 ,59392.00 ,3571.00 ,46264.00 ,,,,,,,
2009,Illinois,3224086.00 ,685974.00 ,544310.00 ,382803.00 ,28924.00 ,1582075.00 ,,,,,,,
2009,Indiana,1389056.00 ,231772.00 ,255350.00 ,214585.00 ,12048.00 ,675301.00 ,,,,,,,
2009,Iowa,407058.00 ,72986.00 ,126267.00 ,88407.00 ,5594.00 ,113804.00 ,,,,,,,
2009,Kansas,356742.00 ,100193.00 ,0,106801.00 ,1684.00 ,148064.00 ,,,,,,,
2009,Kentucky,676858.00 ,1829.00 ,0,194242.00 ,0,480787.00 ,,,,,,,
2009,Louisiana,1106280.00 ,310526.00 ,176151.00 ,210070.00 ,9730.00 ,399803.00 ,,,,,,,
2009,Maine,224516.00 ,51326.00 ,47977.00 ,40231.00 ,2219.00 ,82763.00 ,,,,,,,
2009,Maryland,661861.00 ,186107.00 ,179847.00 ,139848.00 ,13215.00 ,142844.00 ,,,,,,,
2009,Massachusetts,1137836.00 ,230607.00 ,238835.00 ,151942.00 ,10806.00 ,505646.00 ,,,,,,,
2009,Michigan,1904247.00 ,417159.00 ,391554.00 ,230303.00 ,21606.00 ,843625.00 ,,,,,,,
2009,Minnesota,523593.00 ,112236.00 ,174775.00 ,128484.00 ,314.00 ,107784.00 ,,,,,,,
2009,Mississippi,626154.00 ,185973.00 ,106557.00 ,185579.00 ,6681.00 ,141364.00 ,,,,,,,
2009,Missouri,701696.00 ,202797.00 ,181662.00 ,192166.00 ,13136.00 ,111935.00 ,,,,,,,
2009,Montana,134753.00 ,46795.00 ,35882.00 ,24434.00 ,2925.00 ,24717.00 ,,,,,,,
2009,Nebraska,253928.00 ,58135.00 ,68664.00 ,57027.00 ,3042.00 ,67060.00 ,,,,,,,
2009,Nevada,411507.00 ,86217.00 ,61507.00 ,71803.00 ,4704.00 ,187276.00 ,,,,,,,
2009,New Hampshire,142671.00 ,35035.00 ,29977.00 ,21245.00 ,3831.00 ,52583.00 ,,,,,,,
2009,New Jersey,995923.00 ,263197.00 ,318637.00 ,214063.00 ,9146.00 ,190880.00 ,,,,,,,
2009,New Mexico,366345.00 ,125348.00 ,72983.00 ,775.00 ,7667.00 ,159572.00 ,,,,,,,
2009,New York,3151121.00 ,1194992.00 ,673299.00 ,547631.00 ,33866.00 ,701333.00 ,,,,,,,
2009,North Carolina,1233758.00 ,369743.00 ,324877.00 ,375162.00 ,21605.00 ,142371.00 ,,,,,,,
2009,North Dakota,115147.00 ,37707.00 ,26550.00 ,15078.00 ,2395.00 ,33417.00 ,,,,,,,
2009,Ohio,1434797.00 ,0,388161.00 ,296344.00 ,36369.00 ,713923.00 ,,,,,,,
2009,Oklahoma,689131.00 ,196953.00 ,202150.00 ,169334.00 ,30072.00 ,90622.00 ,,,,,,,
2009,Oregon,620026.00 ,147450.00 ,131406.00 ,111397.00 ,8044.00 ,221729.00 ,,,,,,,
2009,Pennsylvania,1697260.00 ,524765.00 ,428999.00 ,338883.00 ,30545.00 ,374068.00 ,,,,,,,
2009,Rhode Island,201592.00 ,54307.00 ,36608.00 ,27277.00 ,3596.00 ,79804.00 ,,,,,,,
2009,South Carolina,731069.00 ,205034.00 ,179122.00 ,205480.00 ,13038.00 ,128395.00 ,,,,,,,
2009,South Dakota,142853.00 ,44597.00 ,29397.00 ,21617.00 ,962.00 ,46280.00 ,,,,,,,
2009,Tennessee,834384.00 ,227557.00 ,213779.00 ,251895.00 ,19178.00 ,121975.00 ,,,,,,,
2009,Texas,4530442.00 ,1356940.00 ,815748.00 ,1335402.00 ,56696.00 ,965656.00 ,,,,,,,
2009,Utah,493245.00 ,58998.00 ,97098.00 ,95097.00 ,7641.00 ,234411.00 ,,,,,,,
2009,Vermont,95210.00 ,32600.00 ,21922.00 ,13751.00 ,2757.00 ,24180.00 ,,,,,,,
2009,Virginia,800865.00 ,225772.00 ,250377.00 ,211757.00 ,18669.00 ,94290.00 ,,,,,,,
2009,Washington,1237347.00 ,216535.00 ,215188.00 ,179980.00 ,7682.00 ,617962.00 ,,,,,,,
2009,West Virginia,345649.00 ,103263.00 ,0,71088.00 ,0,171298.00 ,,,,,,,
2009,Wisconsin,1210673.00 ,217610.00 ,198015.00 ,139227.00 ,5483.00 ,650338.00 ,,,,,,,
2009,Wyoming,95162.00 ,30411.00 ,21610.00 ,13112.00 ,2229.00 ,27800.00 ,,,,,,,
2010,United States,69739487.00 ,16527966.00 ,14184838.00 ,11856097.00 ,631753.00 ,26538833.00 ,,,,,,,
2010,Alabama,1113183.00 ,341896.00 ,252246.00 ,234167.00 ,16446.00 ,268428.00 ,,,,,,,
2010,Alaska,205129.00 ,45345.00 ,36745.00 ,33761.00 ,3002.00 ,86276.00 ,,,,,,,
2010,Arizona,1413662.00 ,339659.00 ,216364.00 ,266884.00 ,20067.00 ,570688.00 ,,,,,,,
2010,Arkansas,758055.00 ,188817.00 ,157031.00 ,162015.00 ,10765.00 ,239427.00 ,,,,,,,
2010,California,9161975.00 ,2269389.00 ,2901939.00 ,1655652.00 ,59624.00 ,2275371.00 ,,,,,,,
2010,Colorado,643311.00 ,200814.00 ,198694.00 ,137505.00 ,6713.00 ,99585.00 ,,,,,,,
2010,Connecticut,778965.00 ,163001.00 ,195541.00 ,92452.00 ,7674.00 ,320297.00 ,,,,,,,
2010,Delaware,180584.00 ,38259.00 ,28939.00 ,27490.00 ,4458.00 ,81438.00 ,,,,,,,
2010,District of Columbia,79475.00 ,32142.00 ,11628.00 ,16761.00 ,2528.00 ,16416.00 ,,,,,,,
2010,Florida,3986969.00 ,892532.00 ,857779.00 ,711351.00 ,40976.00 ,1484331.00 ,,,,,,,
2010,Georgia,2525349.00 ,625666.00 ,0,532314.00 ,0,1367369.00 ,,,,,,,
2010,Hawaii,333642.00 ,79000.00 ,41249.00 ,35374.00 ,3500.00 ,174519.00 ,,,,,,,
2010,Idaho,426092.00 ,63982.00 ,67785.00 ,67705.00 ,3632.00 ,222988.00 ,,,,,,,
2010,Illinois,3709020.00 ,782585.00 ,870275.00 ,458497.00 ,31680.00 ,1565983.00 ,,,,,,,
2010,Indiana,1462469.00 ,323222.00 ,272104.00 ,247014.00 ,10763.00 ,609366.00 ,,,,,,,
2010,Iowa,704782.00 ,96572.00 ,201453.00 ,96753.00 ,5655.00 ,304349.00 ,,,,,,,
2010,Kansas,652984.00 ,127033.00 ,0,113734.00 ,1997.00 ,410220.00 ,,,,,,,
2010,Kentucky,1007021.00 ,304168.00 ,0,213948.00 ,0,488905.00 ,,,,,,,
2010,Louisiana,1435877.00 ,365288.00 ,261888.00 ,227723.00 ,10200.00 ,570778.00 ,,,,,,,
2010,Maine,294349.00 ,78935.00 ,74523.00 ,38178.00 ,2017.00 ,100696.00 ,,,,,,,
2010,Maryland,972050.00 ,254248.00 ,280805.00 ,159327.00 ,11292.00 ,266378.00 ,,,,,,,
2010,Massachusetts,1045317.00 ,222431.00 ,358447.00 ,155039.00 ,12578.00 ,296822.00 ,,,,,,,
2010,Michigan,2206940.00 ,795961.00 ,389099.00 ,300130.00 ,24308.00 ,697442.00 ,,,,,,,
2010,Minnesota,1193088.00 ,167432.00 ,270084.00 ,144190.00 ,7039.00 ,604343.00 ,,,,,,,
2010,Mississippi,899422.00 ,191252.00 ,101952.00 ,197344.00 ,6102.00 ,402772.00 ,,,,,,,
2010,Missouri,1372364.00 ,185810.00 ,173275.00 ,223528.00 ,13699.00 ,776052.00 ,,,,,,,
2010,Montana,198388.00 ,63967.00 ,51490.00 ,27573.00 ,3029.00 ,52329.00 ,,,,,,,
2010,Nebraska,400693.00 ,70266.00 ,72514.00 ,63628.00 ,3908.00 ,190377.00 ,,,,,,,
2010,Nevada,345247.00 ,110623.00 ,98004.00 ,82026.00 ,5292.00 ,49302.00 ,,,,,,,
2010,New Hampshire,181245.00 ,44281.00 ,45984.00 ,24066.00 ,4480.00 ,62434.00 ,,,,,,,
2010,New Jersey,2370227.00 ,339507.00 ,484249.00 ,244416.00 ,10744.00 ,1291311.00 ,,,,,,,
2010,New Mexico,410125.00 ,146802.00 ,105724.00 ,1636.00 ,8328.00 ,147635.00 ,,,,,,,
2010,New York,3666123.00 ,1122012.00 ,680274.00 ,578290.00 ,20003.00 ,1265544.00 ,,,,,,,
2010,North Carolina,1790458.00 ,147245.00 ,143680.00 ,394068.00 ,0.00 ,1105465.00 ,,,,,,,
2010,North Dakota,230042.00 ,49259.00 ,37531.00 ,16503.00 ,2832.00 ,123917.00 ,,,,,,,
2010,Ohio,2210110.00 ,656110.00 ,570694.00 ,331641.00 ,35762.00 ,615903.00 ,,,,,,,
2010,Oklahoma,653360.00 ,188352.00 ,159619.00 ,189354.00 ,36905.00 ,79130.00 ,,,,,,,
2010,Oregon,777412.00 ,199194.00 ,188728.00 ,123514.00 ,7939.00 ,258037.00 ,,,,,,,
2010,Pennsylvania,2844524.00 ,704554.00 ,695639.00 ,370589.00 ,31453.00 ,1042289.00 ,,,,,,,
2010,Rhode Island,239453.00 ,64024.00 ,57795.00 ,29335.00 ,3324.00 ,84975.00 ,,,,,,,
2010,South Carolina,1054781.00 ,270769.00 ,239696.00 ,226371.00 ,13472.00 ,304473.00 ,,,,,,,
2010,South Dakota,182303.00 ,59373.00 ,49893.00 ,24046.00 ,1053.00 ,47938.00 ,,,,,,,
2010,Tennessee,1053987.00 ,326726.00 ,311339.00 ,272621.00 ,21698.00 ,121603.00 ,,,,,,,
2010,Texas,7522008.00 ,1686028.00 ,799012.00 ,1502023.00 ,55547.00 ,3479398.00 ,,,,,,,
2010,Utah,537477.00 ,76312.00 ,131536.00 ,108778.00 ,7444.00 ,213407.00 ,,,,,,,
2010,Vermont,163877.00 ,44598.00 ,35148.00 ,15751.00 ,2713.00 ,65667.00 ,,,,,,,
2010,Virginia,1411705.00 ,295787.00 ,346678.00 ,229541.00 ,19828.00 ,519871.00 ,,,,,,,
2010,Washington,1253425.00 ,260289.00 ,214259.00 ,202804.00 ,7450.00 ,568623.00 ,,,,,,,
2010,West Virginia,500784.00 ,128266.00 ,104697.00 ,71832.00 ,4231.00 ,191758.00 ,,,,,,,
2010,Wisconsin,1072543.00 ,262784.00 ,315715.00 ,161281.00 ,5348.00 ,327415.00 ,,,,,,,
2010,Wyoming,107116.00 ,35399.00 ,25095.00 ,15574.00 ,2255.00 ,28793.00 ,,,,,,,
2011,United States,69418418.00 ,16708355.00 ,13865086.00 ,12298014.00 ,606471.00 ,25940492.00 ,,,,,,,
2011,Alabama,1052052.00 ,287983.00 ,248468.00 ,233863.00 ,16606.00 ,265132.00 ,,,,,,,
2011,Alaska,239717.00 ,43899.00 ,29946.00 ,36038.00 ,2895.00 ,126939.00 ,,,,,,,
2011,Arizona,1227478.00 ,353185.00 ,215397.00 ,270204.00 ,18398.00 ,370294.00 ,,,,,,,
2011,Arkansas,790572.00 ,194179.00 ,146173.00 ,153680.00 ,8656.00 ,287884.00 ,,,,,,,
